time;PV Erzeugung [W];PV Erzeugung [kW];G(i);H_sun;T2m;WS10m;Int
20210802:1110;454,91;0,45491;566,67;56,43;15,29;1,31;0
20210802:1210;302,16;0,30216;378,21;56,24;15,64;1,03;0
20210802:1310;578,59;0,57859;734,4;52,1;16,16;1,03;0
20210802:1410;475,58;0,47558;595,12;45,16;17,26;1,59;0
20210802:1510;115,27;0,11527;155,5;36,66;17,74;1,93;0
20210802:1610;134,71;0,13471;178,99;27,42;17,71;2,07;0
20210802:1710;93,84;0,09384;152,99;17,98;17,33;2,14;0
20210802:1810;23,14;0,02314;42,33;8,75;16,85;1,38;0
20210802:1910;0;0;0;0;15,99;1,45;0
20210802:2010;0;0;0;0;14,71;1,38;0
20210802:2110;0;0;0;0;14,56;0,76;0
20210802:2210;0;0;0;0;14,61;0,48;0
20210802:2310;0;0;0;0;13,84;0,9;0
20210803:0010;0;0;0;0;11,85;1,31;0
20210803:0110;0;0;0;0;10,97;1,72;0
20210803:0210;0;0;0;0;11,27;1,86;0
20210803:0310;0;0;0;0;11,71;1,79;0
20210803:0410;0;0;0;0;11,85;1,79;0
20210803:0510;1,15;0,00115;8,47;9,38;12;1,52;0
20210803:0610;9,47;0,00947;22,73;18,65;13,12;1,59;0
20210803:0710;52,89;0,05289;79,12;28,09;13,87;2;0
20210803:0810;79,95;0,07995;111,85;37,28;14,78;2,14;0
20210803:0910;121,49;0,12149;160,96;45,67;15,38;2,76;0
20210803:1010;158,62;0,15862;204,61;52,38;15,3;2,34;0
20210803:1110;295,53;0,29553;368,15;56,18;16,21;2,28;0
20210803:1210;486,91;0,48691;612,09;55,98;16,17;1,1;0
20210803:1310;89,73;0,08973;124,59;51,85;16,66;1,38;0
20210803:1410;89,25;0,08925;123,68;44,94;16,46;2,41;0
20210803:1510;25,51;0,02551;45,47;36,45;17,12;2,97;0
20210803:1610;256,25;0,25625;330,22;27,21;17,27;3,03;0
20210803:1710;97,81;0,09781;146,32;17,77;16,98;3,03;0
20210803:1810;27,7;0,0277;48,26;8,53;16,49;2,28;0
20210803:1910;0;0;0;0;16,11;1,86;0
20210803:2010;0;0;0;0;14,97;1,52;0
20210803:2110;0;0;0;0;14,28;1,31;0
20210803:2210;0;0;0;0;13,01;1,24;0
20210803:2310;0;0;0;0;12,92;0,9;0
20210804:0010;0;0;0;0;12,38;0,9;0
20210804:0110;0;0;0;0;12,43;0,76;0
20210804:0210;0;0;0;0;12,33;0,55;0
20210804:0310;0;0;0;0;11,97;0,34;0
20210804:0410;0;0;0;0;11,35;0,55;0
20210804:0510;28,36;0,02836;48,26;9,19;11,6;0,55;0
20210804:0610;107,06;0,10706;147,87;18,47;12,25;0,48;0
20210804:0710;231,45;0,23145;293,09;27,91;14,19;0,62;0
20210804:0810;462,67;0,46267;580,63;37,09;15,19;0,41;0
20210804:0910;523,47;0,52347;668,75;45,46;15,83;0,07;0
20210804:1010;536,7;0,5367;693,23;52,14;16,73;0;0
20210804:1110;537,54;0,53754;696,69;55,92;18,2;0,28;0
20210804:1210;716,71;0,71671;961;55,72;19,14;0,48;0
20210804:1310;584,58;0,58458;764,25;51,6;19,81;0,55;0
20210804:1410;359,57;0,35957;461,02;44,71;20,17;0,34;0
20210804:1510;385,9;0,3859;494,36;36,23;20,49;0,69;0
20210804:1610;169,18;0,16918;224,75;27;20,49;1,1;0
20210804:1710;64,06;0,06406;95,45;17,56;19,31;1,45;0
20210804:1810;26,1;0,0261;46,56;8,32;18,53;1,17;0
20210804:1910;0;0;0;0;18,09;1,1;0
20210804:2010;0;0;0;0;16,88;1,31;0
20210804:2110;0;0;0;0;16,09;1,24;0
20210804:2210;0;0;0;0;15,55;1,24;0
20210804:2310;0;0;0;0;14,92;1,1;0
20210805:0010;0;0;0;0;14,71;1,1;0
20210805:0110;0;0;0;0;14,36;0,9;0
20210805:0210;0;0;0;0;14,01;0,9;0
20210805:0310;0;0;0;0;13,29;1,1;0
20210805:0410;0;0;0;0;12,74;1,31;0
20210805:0510;6,79;0,00679;18,62;9;13,22;0,83;0
20210805:0610;53,24;0,05324;79,84;18,28;13,98;0,83;0
20210805:0710;186,4;0,1864;241,08;27,72;16,86;0,83;0
20210805:0810;227,9;0,2279;291,89;36,89;18,38;0,69;0
20210805:0910;384,14;0,38414;487,28;45,24;19,57;1,03;0
20210805:1010;619,59;0,61959;805,5;51,9;20,47;1,31;0
20210805:1110;547,07;0,54707;706,3;55,66;21,28;1,52;0
20210805:1210;137,57;0,13757;185,51;55,45;21,67;1,38;0
20210805:1310;694,9;0,6949;913,74;51,35;21,61;1,59;0
20210805:1410;155,92;0,15592;207,66;44,47;21,88;1,86;0
20210805:1510;248,03;0,24803;319,3;36,01;21,61;1,79;0
20210805:1610;165,87;0,16587;221,34;26,78;21,67;1,72;0
20210805:1710;89,73;0,08973;147,52;17,35;20,76;2,07;0
20210805:1810;20,96;0,02096;39,79;8,1;19,56;2,21;0
20210805:1910;0;0;0;0;19,11;2,21;0
20210805:2010;0;0;0;0;18,07;2,62;0
20210805:2110;0;0;0;0;17,28;2,48;0
20210805:2210;0;0;0;0;16,77;2,28;0
20210805:2310;0;0;0;0;16,34;2,41;0
20210806:0010;0;0;0;0;16,08;2,48;0
20210806:0110;0;0;0;0;15,8;2,9;0
20210806:0210;0;0;0;0;15,76;3,1;0
20210806:0310;0;0;0;0;15,66;3,66;0
20210806:0410;0;0;0;0;15,66;3,72;0
20210806:0510;0,74;0,00074;7,62;8,8;15,79;3,38;0
20210806:0610;81,83;0,08183;116,23;18,09;16,16;3,24;0
20210806:0710;161,88;0,16188;209,49;27,53;16,5;3,17;0
20210806:0810;320,44;0,32044;396,85;36,7;17,06;2,9;0
20210806:0910;152,69;0,15269;199,54;45,03;18,21;3,66;0
20210806:1010;724,81;0,72481;914,14;51,66;19,02;3,79;0
20210806:1110;187,5;0,1875;242,34;55,4;19,85;4;0
20210806:1210;142,31;0,14231;189,15;55,18;20,64;4,14;0
20210806:1310;278,59;0,27859;351,81;51,09;20,72;4,41;0
20210806:1410;230,61;0,23061;292,71;44,23;20,05;5,1;0
20210806:1510;229,75;0,22975;291,5;35,78;19,57;4,34;0
20210806:1610;187,49;0,18749;245,62;26,56;20,22;3,79;0
20210806:1710;90,82;0,09082;138;17,13;20,27;3,38;0
20210806:1810;20,97;0,02097;39,79;7,87;19,56;2,9;0
20210806:1910;0;0;0;0;18,24;2,69;0
20210806:2010;0;0;0;0;17,58;2,62;0
20210806:2110;0;0;0;0;17,05;2,55;0
20210806:2210;0;0;0;0;16,47;2,62;0
20210806:2310;0;0;0;0;16,16;2,34;0
20210807:0010;0;0;0;0;15,73;2,21;0
20210807:0110;0;0;0;0;15,55;2,34;0
20210807:0210;0;0;0;0;15,14;2,69;0
20210807:0310;0;0;0;0;15,25;2,69;0
20210807:0410;0;0;0;0;15,05;2,69;0
20210807:0510;15,3;0,0153;31,32;8,61;14,82;2,69;0
20210807:0610;23,63;0,02363;42,74;17,9;15,65;2,41;0
20210807:0710;160,77;0,16077;208,63;27,34;16,78;2,76;0
20210807:0810;400,71;0,40071;493,8;36,49;17,59;3,38;0
20210807:0910;394,93;0,39493;488,28;44,81;18,37;3,66;0
20210807:1010;329,63;0,32963;411,13;51,42;19,17;3,93;0
20210807:1110;174,77;0,17477;227,35;55,13;20,03;4,07;0
20210807:1210;536,19;0,53619;671,07;54,91;20,73;4,28;0
20210807:1310;573,76;0,57376;720,14;50,83;21,53;4,48;0
20210807:1410;291,81;0,29181;369,19;43,98;21,74;4,21;0
20210807:1510;248,24;0,24824;314,81;35,55;20,81;4,83;0
20210807:1610;229,82;0,22982;296,72;26,34;18,08;3,72;0
20210807:1710;81,48;0,08148;118,39;16,9;17,96;4,34;0
20210807:1810;2,74;0,00274;11,85;7,64;17,62;4,41;0
20210807:1910;0;0;0;0;17,36;3,93;0
20210807:2010;0;0;0;0;16,91;4,55;0
20210807:2110;0;0;0;0;16,72;4,69;0
20210807:2210;0;0;0;0;16,25;4,9;0
20210807:2310;0;0;0;0;15,91;4,34;0
20210808:0010;0;0;0;0;15,43;4,69;0
20210808:0110;0;0;0;0;15,42;4,69;0
20210808:0210;0;0;0;0;15,17;4,55;0
20210808:0310;0;0;0;0;14,76;4,41;0
20210808:0410;0;0;0;0;14,54;4,55;0
20210808:0510;19,04;0,01904;36,4;8,41;14,44;4,48;0
20210808:0610;82,62;0,08262;116,41;17,71;14,77;4,14;0
20210808:0710;165,18;0,16518;212,01;27,14;15,65;4,48;0
20210808:0810;423,21;0,42321;513,48;36,29;16,47;5,31;0
20210808:0910;210,33;0,21033;265,29;44,59;17,21;5,31;0
20210808:1010;280,11;0,28011;348,17;51,17;17,99;5,52;0
20210808:1110;532,81;0,53281;654,76;54,85;18,76;5,72;0
20210808:1210;469,43;0,46943;578,53;54,62;19,55;5,79;0
20210808:1310;508,85;0,50885;626,64;50,56;19,44;5,59;0
20210808:1410;158,74;0,15874;206,77;43,73;19,07;5,66;0
20210808:1510;24,58;0,02458;44,56;35,31;19,17;5,24;0
20210808:1610;118,25;0,11825;159,3;26,1;18,78;4,83;0
20210808:1710;82,74;0,08274;144,39;16,67;18,04;4;0
20210808:1810;18,73;0,01873;36,4;7,4;17,42;3,17;0
20210808:1910;0;0;0;0;16,58;2,21;0
20210808:2010;0;0;0;0;15,72;2,97;0
20210808:2110;0;0;0;0;15,38;2,9;0
20210808:2210;0;0;0;0;14,68;2,83;0
20210808:2310;0;0;0;0;14,53;2,97;0
20210809:0010;0;0;0;0;14,09;2,97;0
20210809:0110;0;0;0;0;13,89;2,83;0
20210809:0210;0;0;0;0;13,81;2,76;0
20210809:0310;0;0;0;0;13,64;2,76;0
20210809:0410;0;0;0;0;13,67;2,69;0
20210809:0510;1,52;0,00152;9,31;8,21;13,85;2,69;0
20210809:0610;17,66;0,01766;34,56;17,52;14,56;2,55;0
20210809:0710;230,58;0,23058;290,9;26,95;15,23;2,34;0
20210809:0810;456,47;0,45647;559,69;36,09;16,12;2,97;0
20210809:0910;474,67;0,47467;585,37;44,36;17,93;3,59;0
20210809:1010;572,91;0,57291;713,87;50,92;19,13;3,86;0
20210809:1110;565,4;0,5654;704,95;54,57;19,9;4,41;0
20210809:1210;294,26;0,29426;369,82;54,34;20,2;4,55;0
20210809:1310;147,1;0,1471;194,61;50,28;20,42;4,34;0
20210809:1410;69,74;0,06974;101,85;43,48;20,48;4,28;0
20210809:1510;79,82;0,07982;113,67;35,06;19,53;4,07;0
20210809:1610;206,76;0,20676;270,6;25,87;19,9;2,97;0
20210809:1710;66,27;0,06627;99,1;16,43;20,09;2,83;0
20210809:1810;19,79;0,01979;38,1;7,16;19,14;3,24;0
20210809:1910;0;0;0;0;17,93;2,34;0
20210809:2010;0;0;0;0;17,22;2,28;0
20210809:2110;0;0;0;0;16,39;2,41;0
20210809:2210;0;0;0;0;16,08;2,55;0
20210809:2310;0;0;0;0;15,63;2,55;0
20210810:0010;0;0;0;0;15,39;2,41;0
20210810:0110;0;0;0;0;14,71;2,34;0
20210810:0210;0;0;0;0;14,37;2,28;0
20210810:0310;0;0;0;0;14,07;2,28;0
20210810:0410;0;0;0;0;13,82;2,21;0
20210810:0510;24,77;0,02477;44,02;8,01;14,21;2,14;0
20210810:0610;125,66;0,12566;184,68;17,32;14,95;2;0
20210810:0710;328,23;0,32823;414,24;26,75;16,32;2,21;0
20210810:0810;272,79;0,27279;340,9;35,88;17,58;2,83;0
20210810:0910;342,9;0,3429;427,75;44,13;18,51;2,62;0
20210810:1010;469,33;0,46933;590,02;50,66;19,33;2,28;0
20210810:1110;442,48;0,44248;557,21;54,29;20,67;2,9;0
20210810:1210;602,71;0,60271;766,26;54,05;21,16;3,17;0
20210810:1310;655,52;0,65552;831,16;50;21,74;4;0
20210810:1410;447,49;0,44749;562,78;43,21;22,06;3,59;0
20210810:1510;221,49;0,22149;286,03;34,82;21,94;2,83;0
20210810:1610;76,94;0,07694;110,94;25,63;21,06;3,66;0
20210810:1710;82,08;0,08208;122,46;16,19;18,93;2,69;0
20210810:1810;19,9;0,0199;38,1;6,91;17,98;2;0
20210810:1910;0;0;0;0;17,02;2,14;0
20210810:2010;0;0;0;0;16,63;1,72;0
20210810:2110;0;0;0;0;15,79;1,45;0
20210810:2210;0;0;0;0;15,05;1,38;0
20210810:2310;0;0;0;0;14,44;1,66;0
20210811:0010;0;0;0;0;13,92;1,59;0
20210811:0110;0;0;0;0;13,4;1,17;0
20210811:0210;0;0;0;0;12,92;0,97;0
20210811:0310;0;0;0;0;13,01;0,9;0
20210811:0410;0;0;0;0;12,86;1,1;0
20210811:0510;18,49;0,01849;35,56;7,8;13,4;1,52;0
20210811:0610;108,92;0,10892;154,53;17,12;14,35;1,52;0
20210811:0710;210,67;0,21067;270,3;26,55;16,84;1,17;0
20210811:0810;318,48;0,31848;400,25;35,67;18,02;1,24;0
20210811:0910;565,61;0,56561;722,05;43,9;19,62;1,52;0
20210811:1010;524,86;0,52486;671,31;50,4;20,79;1,72;0
20210811:1110;551,86;0,55186;709,13;54;21,58;2;0
20210811:1210;537,86;0,53786;689,31;53,75;22,29;2,41;0
20210811:1310;494,96;0,49496;630,45;49,72;22,75;2,83;0
20210811:1410;510,84;0,51084;652,92;42,95;22,83;2,34;0
20210811:1510;337,05;0,33705;431,42;34,56;23;2,14;0
20210811:1610;205,27;0,20527;274,06;25,38;22,65;1,66;0
20210811:1710;82,13;0,08213;135,22;15,94;22,33;0,97;0
20210811:1810;13,59;0,01359;29,63;6,66;21,3;0,48;0
20210811:1910;0;0;0;0;20,17;1,31;0
20210811:2010;0;0;0;0;18,61;1,31;0
20210811:2110;0;0;0;0;18,23;1,03;0
20210811:2210;0;0;0;0;18,17;0,69;0
20210811:2310;0;0;0;0;17,52;0,41;0
20210812:0010;0;0;0;0;16,74;0,34;0
20210812:0110;0;0;0;0;16,22;0,28;0
20210812:0210;0;0;0;0;15,84;0,34;0
20210812:0310;0;0;0;0;15,64;0,34;0
20210812:0410;0;0;0;0;15,28;0,62;0
20210812:0510;9,46;0,00946;22,86;7,6;14,73;0,55;0
20210812:0610;106,41;0,10641;152,63;16,92;15,72;0,41;0
20210812:0710;194,52;0,19452;253,16;26,35;18,58;0,76;0
20210812:0810;416,57;0,41657;532,27;35,46;20,5;0,76;0
20210812:0910;386,18;0,38618;497,22;43,67;21,92;0,69;0
20210812:1010;462,83;0,46283;603,32;50,14;23,08;0,76;0
20210812:1110;363,77;0,36377;474,8;53,71;24,01;0,62;0
20210812:1210;571,78;0,57178;760,7;53,45;24,68;0,97;0
20210812:1310;580,92;0,58092;775,46;49,43;25,14;0,9;0
20210812:1410;522,04;0,52204;693,48;42,67;25,45;0,62;0
20210812:1510;350,65;0,35065;462,32;34,3;25,71;0,34;0
20210812:1610;242,93;0,24293;334,1;25,13;25,72;0,34;0
20210812:1710;73,68;0,07368;136,5;15,69;25,3;1,1;0
20210812:1810;16,89;0,01689;34,71;6,41;23,91;1,86;0
20210812:1910;0;0;0;0;22,22;1,79;0
20210812:2010;0;0;0;0;20,82;1,79;0
20210812:2110;0;0;0;0;19,55;1,59;0
20210812:2210;0;0;0;0;18,63;1,52;0
20210812:2310;0;0;0;0;17,69;1,52;0
20210813:0010;0;0;0;0;16,95;1,59;0
20210813:0110;0;0;0;0;16,55;1,66;0
20210813:0210;0;0;0;0;16,65;1,72;0
20210813:0310;0;0;0;0;16,69;1,45;0
20210813:0410;0;0;0;0;17,22;1,03;0
20210813:0510;21,11;0,02111;39,79;7,39;18,03;0,69;0
20210813:0610;89,73;0,08973;129,82;16,72;18,22;0,76;0
20210813:0710;216,14;0,21614;281,49;26,15;19,92;0,9;0
20210813:0810;361,46;0,36146;454,13;35,24;20,57;2,62;0
20210813:0910;375,02;0,37502;470,03;43,43;20,83;3,31;0
20210813:1010;613,38;0,61338;783,25;49,87;21,28;2,76;0
20210813:1110;484,34;0,48434;619,88;53,42;22,15;2,07;0
20210813:1210;436,95;0,43695;557,43;53,15;22,77;2,48;0
20210813:1310;465,38;0,46538;592,09;49,14;23,41;3,17;0
20210813:1410;366,31;0,36631;465,53;42,4;23,71;3,38;0
20210813:1510;329,84;0,32984;420,41;34,04;23,55;3,38;0
20210813:1610;255,13;0,25513;341,44;24,87;23,14;3,31;0
20210813:1710;75,44;0,07544;132,84;15,43;22,39;2,69;0
20210813:1810;15,94;0,01594;33,02;6,14;21,34;2,41;0
20210813:1910;0;0;0;0;19,89;1,79;0
20210813:2010;0;0;0;0;18,03;1,38;0
20210813:2110;0;0;0;0;18,18;0,9;0
20210813:2210;0;0;0;0;16,99;1,03;0
20210813:2310;0;0;0;0;16,84;0,76;0
20210814:0010;0;0;0;0;16,37;0,41;0
20210814:0110;0;0;0;0;15,73;0,48;0
20210814:0210;0;0;0;0;14,01;1,17;0
20210814:0310;0;0;0;0;13,45;1,17;0
20210814:0410;0;0;0;0;13,22;1,17;0
20210814:0510;19,12;0,01912;36,4;7,18;13,35;1,03;0
20210814:0610;129,27;0,12927;196,64;16,52;15;0,62;0
20210814:0710;327,35;0,32735;419,97;25,94;17,67;0,9;0
20210814:0810;500,39;0,50039;635,89;35,03;19,32;1,17;0
20210814:0910;634,98;0,63498;821,55;43,2;20,57;1,52;0
20210814:1010;726,17;0,72617;953,4;49,6;21,88;2,07;0
20210814:1110;727,93;0,72793;955,71;53,12;22,92;2,55;0
20210814:1210;749,06;0,74906;985,79;52,84;23,5;2,76;0
20210814:1310;699,24;0,69924;908,51;48,84;23,91;3,17;0
20210814:1410;606,1;0,6061;775,1;42,11;23,87;3,45;0
20210814:1510;450,14;0,45014;571,94;33,77;23,46;3,38;0
20210814:1610;265,58;0,26558;355,66;24,61;23,02;3,31;0
20210814:1710;72,33;0,07233;132,37;15,17;22,18;2,55;0
20210814:1810;14,19;0,01419;30,48;5,88;21,21;2,21;0
20210814:1910;0;0;0;0;19,68;1,79;0
20210814:2010;0;0;0;0;17,96;1,24;0
20210814:2110;0;0;0;0;17,96;0,83;0
20210814:2210;0;0;0;0;17,32;0,9;0
20210814:2310;0;0;0;0;16,65;0,9;0
20210815:0010;0;0;0;0;16,01;0,9;0
20210815:0110;0;0;0;0;13,94;1,45;0
20210815:0210;0;0;0;0;13,05;1,72;0
20210815:0310;0;0;0;0;12,81;1,93;0
20210815:0410;0;0;0;0;12,67;2;0
20210815:0510;19,82;0,01982;37,25;6,97;12,76;1,86;0
20210815:0610;119,37;0,11937;175,13;16,32;14,97;1,52;0
20210815:0710;273,23;0,27323;349,54;25,74;18,76;1,93;0
20210815:0810;473,01;0,47301;597,67;34,81;20,65;2,07;0
20210815:0910;600,46;0,60046;772,15;42,95;22,33;2,28;0
20210815:1010;652,81;0,65281;852,57;49,33;23,78;2,41;0
20210815:1110;643,27;0,64327;844,64;52,82;24,67;2,41;0
20210815:1210;745,5;0,7455;985,8;52,53;25,57;3,17;0
20210815:1310;599,55;0,59955;780,09;48,53;25,62;2,97;0
20210815:1410;433,74;0,43374;557,44;41,83;25,67;2,97;0
20210815:1510;380,75;0,38075;490,44;33,49;25,33;2,69;0
20210815:1610;159,06;0,15906;216,56;24,34;24,96;2,21;0
20210815:1710;74,8;0,0748;118,76;14,91;24,34;1,24;0
20210815:1810;13,43;0,01343;29,63;5,61;23,44;0,97;0
20210815:1910;0;0;0;0;21,78;1,59;0
20210815:2010;0;0;0;0;21,04;2,14;0
20210815:2110;0;0;0;0;20,42;2,34;0
20210815:2210;0;0;0;0;19,98;3,86;0
20210815:2310;0;0;0;0;18,6;4,21;0
20210816:0010;0;0;0;0;17,47;3,86;0
20210816:0110;0;0;0;0;16,41;3,86;0
20210816:0210;0;0;0;0;15,43;3,66;0
20210816:0310;0;0;0;0;14,92;3,59;0
20210816:0410;0;0;0;0;15,04;3,45;0
20210816:0510;10,58;0,01058;24,55;6,76;15,11;3,59;0
20210816:0610;69,09;0,06909;100,3;16,11;15,34;3,93;0
20210816:0710;143,15;0,14315;186,21;25,53;15,68;4,62;0
20210816:0810;441,56;0,44156;532,59;34,59;16,62;6,69;0
20210816:0910;275,28;0,27528;339,74;42,71;17,32;6,83;0
20210816:1010;316,68;0,31668;388,75;49,06;17,68;7,24;0
20210816:1110;105,63;0,10563;142,77;52,52;17,04;6,07;0
20210816:1210;123,03;0,12303;162,78;52,21;16,32;5,45;0
20210816:1310;86,63;0,08663;120,04;48,22;16,23;5,38;0
20210816:1410;205,75;0,20575;258,75;41,53;16,17;5,1;0
20210816:1510;63,69;0,06369;92,76;33,22;16,35;5,72;0
20210816:1610;116,03;0,11603;154,46;24,07;15,32;5,31;0
20210816:1710;28,65;0,02865;49,11;14,64;14,82;4,83;0
20210816:1810;0;0;4,23;5,33;14,32;4,28;0
20210816:1910;0;0;0;0;12,73;4,34;0
20210816:2010;0;0;0;0;12,52;4,07;0
20210816:2110;0;0;0;0;12,09;4,07;0
20210816:2210;0;0;0;0;11,73;4;0
20210816:2310;0;0;0;0;11,55;4,07;0
20210817:0010;0;0;0;0;11,6;4,34;0
20210817:0110;0;0;0;0;11,78;4,41;0
20210817:0210;0;0;0;0;11,76;4,21;0
20210817:0310;0;0;0;0;11,63;3,93;0
20210817:0410;0;0;0;0;11,25;3,52;0
20210817:0510;17,49;0,01749;33,86;6,55;11,07;3,45;0
20210817:0610;87,49;0,08749;123,11;15,9;11,99;3,31;0
20210817:0710;97,34;0,09734;131,48;25,32;13,77;4,21;0
20210817:0810;308,17;0,30817;375,36;34,36;14,86;4,69;0
20210817:0910;342,31;0,34231;416,52;42,46;15,33;4,69;0
20210817:1010;179,7;0,1797;228,76;48,78;16,44;5,79;0
20210817:1110;108,17;0,10817;145,5;52,21;16,63;6,07;0
20210817:1210;107,53;0,10753;144,59;51,89;16,24;5,52;0
20210817:1310;99,1;0,0991;134,59;47,91;15,74;4,34;0
20210817:1410;102,4;0,1024;138,23;41,24;15,09;3,52;0
20210817:1510;131;0,131;171,55;32,93;14,78;2,97;0
20210817:1610;35,84;0,03584;58,2;23,79;14,37;2,97;0
20210817:1710;13,8;0,0138;29,1;14,36;13,94;2,34;0
20210817:1810;6,78;0,00678;18,62;5,05;13,75;2,34;0
20210817:1910;0;0;0;0;13,3;2,9;0
20210817:2010;0;0;0;0;13,44;3,24;0
20210817:2110;0;0;0;0;13,63;3,45;0
20210817:2210;0;0;0;0;13,8;3,52;0
20210817:2310;0;0;0;0;13,92;3,45;0
20210818:0010;0;0;0;0;14,01;3,45;0
20210818:0110;0;0;0;0;14,03;3,17;0
20210818:0210;0;0;0;0;14,11;3,03;0
20210818:0310;0;0;0;0;14,21;3,31;0
20210818:0410;0;0;0;0;14,32;4;0
20210818:0510;10,63;0,01063;24,55;6,34;14,22;3,72;0
20210818:0610;54,01;0,05401;80,82;15,7;14,28;3,86;0
20210818:0710;127,28;0,12728;167,21;25,11;14,63;3,31;0
20210818:0810;160,06;0,16006;205,34;34,14;15,33;3,86;0
20210818:0910;136,78;0,13678;179,15;42,22;16,11;3,59;0
20210818:1010;163,54;0,16354;210,98;48,5;16,53;3,38;0
20210818:1110;247,01;0,24701;309,97;51,9;17,21;3,45;0
20210818:1210;379,77;0,37977;470,65;51,56;18,19;3,52;0
20210818:1310;138,18;0,13818;182,79;47,6;18,8;4;0
20210818:1410;133,19;0,13319;177,33;40,94;19,47;4,21;0
20210818:1510;96,41;0,09641;133,68;32,65;19,79;4,48;0
20210818:1610;121,43;0,12143;164,24;23,51;19,52;3,93;0
20210818:1710;50,28;0,05028;78,3;14,08;19,02;3,79;0
20210818:1810;6,08;0,00608;17,78;4,77;18,18;3,03;0
20210818:1910;0;0;0;0;17,16;2,69;0
20210818:2010;0;0;0;0;16,82;2,62;0
20210818:2110;0;0;0;0;16,46;2,69;0
20210818:2210;0;0;0;0;16,5;2,76;0
20210818:2310;0;0;0;0;16,46;2,9;0
20210819:0010;0;0;0;0;16,59;3,17;0
20210819:0110;0;0;0;0;16,55;3,38;0
20210819:0210;0;0;0;0;16,26;3,31;0
20210819:0310;0;0;0;0;16,12;3,38;0
20210819:0410;0;0;0;0;15,9;3,17;0
20210819:0510;0;0;5,08;6,12;15,75;3,03;0
20210819:0610;27,79;0,02779;48,2;15,49;15,71;2,97;0
20210819:0710;64,34;0,06434;93,67;24,89;16,34;3,79;0
20210819:0810;167,28;0,16728;214,98;33,91;16,7;3,79;0
20210819:0910;308,38;0,30838;380,47;41,96;17,23;4,34;0
20210819:1010;145,84;0,14584;190,97;48,21;17,96;4,55;0
20210819:1110;205,53;0,20553;262,23;51,58;18,8;4,41;0
20210819:1210;278,09;0,27809;349,14;51,24;19,26;4,14;0
20210819:1310;254,48;0,25448;321,12;47,27;19,21;3,72;0
20210819:1410;147,45;0,14745;194,11;40,63;19,15;3,72;0
20210819:1510;191,89;0,19189;246,45;32,35;19,13;3,72;0
20210819:1610;99,91;0,09991;137,91;23,23;19,04;3,52;0
20210819:1710;61,94;0,06194;95,78;13,8;18,76;2,76;0
20210819:1810;9,29;0,00929;22,86;4,48;18,02;1,93;0
20210819:1910;0;0;0;0;16,85;1,24;0
20210819:2010;0;0;0;0;16,64;1,17;0
20210819:2110;0;0;0;0;16,5;1,38;0
20210819:2210;0;0;0;0;16,43;1,72;0
20210819:2310;0;0;0;0;16,31;1,86;0
20210820:0010;0;0;0;0;16,08;1,79;0
20210820:0110;0;0;0;0;15,66;1,72;0
20210820:0210;0;0;0;0;15,23;1,72;0
20210820:0310;0;0;0;0;15,13;1,72;0
20210820:0410;0;0;0;0;15,2;1,66;0
20210820:0510;10,58;0,01058;24,55;5,91;15,02;1,59;0
20210820:0610;80,06;0,08006;115,96;15,27;15,4;1,38;0
20210820:0710;216;0,216;274,78;24,68;15,81;1,79;0
20210820:0810;208,3;0,2083;264,3;33,68;17,25;2,55;0
20210820:0910;260,91;0,26091;327,6;41,71;17,89;2,69;0
20210820:1010;254;0,254;321,12;47,92;18,53;2,48;0
20210820:1110;374,45;0,37445;468,83;51,26;19,32;2,69;0
20210820:1210;267,51;0,26751;339,4;50,9;20;2,76;0
20210820:1310;491,6;0,4916;618,43;46,95;20,62;2,9;0
20210820:1410;333,72;0,33372;420,57;40,32;20,75;2,62;0
20210820:1510;113,14;0,11314;154,91;32,06;21,05;2,69;0
20210820:1610;133,91;0,13391;181,43;22,94;20,93;2,41;0
20210820:1710;58,26;0,05826;91,22;13,51;20,55;1,45;0
20210820:1810;7,57;0,00757;20,32;4,19;19,75;0,69;0
20210820:1910;0;0;0;0;18,71;0,34;0
20210820:2010;0;0;0;0;17,92;0,55;0
20210820:2110;0;0;0;0;15,89;1,24;0
20210820:2210;0;0;0;0;14,89;1,45;0
20210820:2310;0;0;0;0;14,31;1,52;0
20210821:0010;0;0;0;0;13,94;1,45;0
20210821:0110;0;0;0;0;13,37;1,52;0
20210821:0210;0;0;0;0;13,03;1,59;0
20210821:0310;0;0;0;0;13,31;1,52;0
20210821:0410;0;0;0;0;13,08;1,59;0
20210821:0510;7,87;0,00787;20,32;5,69;13,27;1,59;0
20210821:0610;106,62;0,10662;156,54;15,06;14,89;1,45;0
20210821:0710;309,7;0,3097;393,66;24,46;17,07;1,59;0
20210821:0810;483,12;0,48312;607,56;33,45;19,22;1,79;0
20210821:0910;625,46;0,62546;799,65;41,45;20,71;2,21;0
20210821:1010;700,42;0,70042;910,23;47,63;22,09;2,48;0
20210821:1110;747,73;0,74773;983,97;50,94;23,19;2,62;0
20210821:1210;691,39;0,69139;905,41;50,57;23,78;2,62;0
20210821:1310;543,43;0,54343;700,82;46,62;24,21;2,55;0
20210821:1410;476,31;0,47631;612;40,01;24,35;2,28;0
20210821:1510;271,01;0,27101;352,42;31,76;24,39;1,52;0
20210821:1610;154,48;0,15448;211,45;22,64;24,34;1,52;0
